862,1995,3.9209302325581397,0,1,0,0,0,0,0,0,0,0,0,0,0,0
862,1995,3.9209302325581397,0,0,1,0,0,0,0,0,0,0,0,0,0,0
862,1995,3.9209302325581397,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862,1995,3.9209302325581397,0,0,0,0,1,0,0,0,0,0,0,0,0,0
862,1995,3.9209302325581397,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8844,1995,3.4318181818181817,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8844,1995,3.4318181818181817,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8844,1995,3.4318181818181817,0,0,0,0,0,0,0,0,1,0,0,0,0,0
949,1995,3.946078431372549,1,0,0,0,0,0,0,0,0,0,0,0,0,0
949,1995,3.946078431372549,0,0,0,0,0,1,0,0,0,0,0,0,0,0
949,1995,3.946078431372549,0,0,0,0,0,0,0,0,0,0,0,0,0,1
710,1995,3.496212121212121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
710,1995,3.496212121212121,0,1,0,0,0,0,0,0,0,0,0,0,0,0
710,1995,3.496212121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,1
524,1995,3.926829268292683,0,0,0,0,0,1,0,0,0,0,0,0,0,0
524,1995,3.926829268292683,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,1995,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9273,1995,2.727272727272727,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,1995,3.983050847457627,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,1995,3.983050847457627,0,0,0,0,0,0,0,0,0,0,0,0,1,0
63,1995,3.983050847457627,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9598,1995,3.65234375,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9598,1995,3.65234375,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9603,1995,3.293269230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9603,1995,3.293269230769231,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9312,1995,2.5434782608695654,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9312,1995,2.5434782608695654,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9312,1995,2.5434782608695654,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,1995,3.9753694581280787,0,0,0,0,0,0,0,0,0,0,1,0,0,0
807,1995,3.9753694581280787,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10530,1995,3.1470588235294117,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10530,1995,3.1470588235294117,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10530,1995,3.1470588235294117,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10530,1995,3.1470588235294117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10530,1995,3.1470588235294117,0,0,0,0,0,0,0,0,0,0,0,1,0,0
